Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1116.0,34.0,5.0,416.0,87.0,0.0,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
797.0,44.0,5.0,407.0,86.0,0.0,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1078.0,34.0,5.0,416.0,87.0,0.0,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
893.0,37.0,5.0,409.0,91.0,0.0,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1032.0,35.0,5.0,394.0,108.0,0.0,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
930.0,32.0,5.0,416.0,89.0,0.0,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
980.0,25.0,5.0,410.0,102.0,0.0,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
874.0,52.0,5.0,376.0,109.0,0.0,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
951.0,34.0,5.0,421.0,82.0,0.0,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
858.0,24.0,5.0,424.0,89.0,0.0,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1013.0,39.0,5.0,396.0,102.0,0.0,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
884.0,35.0,5.0,420.0,82.0,0.1,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
829.0,54.0,5.0,391.0,92.0,0.1,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
966.0,30.0,5.0,428.0,79.0,0.1,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1014.0,41.0,5.0,408.0,88.0,0.1,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1004.0,34.0,5.0,422.0,81.0,0.1,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1030.0,27.0,5.0,435.0,75.0,0.1,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1085.0,40.0,5.0,411.0,86.0,0.1,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
952.0,42.0,5.0,399.0,96.0,0.1,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
929.0,41.0,4.0,408.0,89.0,0.1,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
935.0,50.0,5.0,407.0,80.0,0.1,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1014.0,38.0,5.0,399.0,100.0,0.1,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1018.0,30.0,5.0,421.0,86.0,0.2,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
958.0,29.0,5.0,416.0,92.0,0.2,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
864.0,44.0,5.0,407.0,86.0,0.2,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
833.0,32.0,5.0,401.0,104.0,0.2,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
897.0,42.0,5.0,406.0,89.0,0.2,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
972.0,34.0,5.0,406.0,97.0,0.2,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
994.0,40.0,5.0,410.0,87.0,0.2,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
904.0,35.0,5.0,408.0,94.0,0.2,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
886.0,33.0,5.0,410.0,94.0,0.2,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
946.0,27.0,5.0,402.0,108.0,0.2,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
930.0,42.0,5.0,400.0,95.0,0.2,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
907.0,46.0,5.0,407.0,84.0,0.3,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
976.0,30.0,5.0,416.0,91.0,0.3,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
879.0,22.0,5.0,415.0,100.0,0.3,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
854.0,40.0,5.0,420.0,77.0,0.3,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
816.0,69.0,5.0,388.0,80.0,0.3,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1024.0,30.0,5.0,419.0,88.0,0.3,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
892.0,28.0,5.0,411.0,98.0,0.3,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
962.0,43.0,5.0,410.0,84.0,0.3,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
932.0,42.0,5.0,406.0,89.0,0.3,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
933.0,39.0,5.0,414.0,84.0,0.3,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
983.0,24.0,5.0,426.0,87.0,0.3,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1121.0,40.0,5.0,397.0,100.0,0.4,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
927.0,39.0,5.0,414.0,84.0,0.4,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1083.0,37.0,5.0,410.0,90.0,0.4,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
916.0,29.0,5.0,421.0,87.0,0.4,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
927.0,21.0,5.0,419.0,97.0,0.4,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
964.0,31.0,5.0,408.0,98.0,0.4,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
987.0,30.0,5.0,426.0,81.0,0.4,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
831.0,37.0,5.0,422.0,78.0,0.4,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
906.0,47.0,5.0,387.0,103.0,0.4,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1026.0,21.0,5.0,421.0,95.0,0.4,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
894.0,32.0,5.0,402.0,103.0,0.4,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1011.0,24.0,5.0,423.0,90.0,0.5,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
924.0,31.0,5.0,424.0,82.0,0.5,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1101.0,47.0,5.0,415.0,75.0,0.5,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1030.0,42.0,5.0,401.0,94.0,0.5,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1086.0,29.0,5.0,417.0,91.0,0.5,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1197.0,35.0,5.0,400.0,102.0,0.5,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
938.0,42.0,5.0,400.0,95.0,0.5,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
969.0,45.0,5.0,391.0,101.0,0.5,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
896.0,35.0,5.0,413.0,89.0,0.5,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
988.0,31.0,5.0,411.0,95.0,0.5,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
967.0,31.0,4.0,412.0,95.0,0.5,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1055.0,27.0,5.0,409.0,101.0,0.6,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1008.0,24.0,5.0,417.0,96.0,0.6,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
963.0,42.0,5.0,414.0,81.0,0.6,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
927.0,36.0,5.0,419.0,82.0,0.6,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1016.0,26.0,5.0,438.0,73.0,0.6,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1012.0,39.0,5.0,411.0,87.0,0.6,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
913.0,39.0,5.0,411.0,87.0,0.6,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
900.0,28.0,5.0,410.0,99.0,0.6,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
882.0,49.0,5.0,407.0,81.0,0.6,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
888.0,20.0,5.0,430.0,87.0,0.6,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
