Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
994.0,35.0,5.0,410.0,92.0,0.0,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
985.0,31.0,5.0,408.0,98.0,0.0,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1077.0,37.0,5.0,409.0,91.0,0.0,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1098.0,37.0,5.0,413.0,87.0,0.0,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
869.0,28.0,5.0,413.0,96.0,0.0,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
958.0,23.0,5.0,414.0,100.0,0.0,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
835.0,50.0,5.0,401.0,86.0,0.0,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
890.0,23.0,5.0,419.0,95.0,0.0,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
960.0,36.0,5.0,413.0,88.0,0.0,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
966.0,27.0,5.0,420.0,90.0,0.0,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
820.0,30.0,5.0,411.0,96.0,0.0,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1003.0,26.0,5.0,407.0,104.0,0.1,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
857.0,37.0,5.0,417.0,83.0,0.1,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
903.0,19.0,5.0,430.0,88.0,0.1,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1068.0,38.0,5.0,404.0,95.0,0.1,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
985.0,51.0,5.0,410.0,76.0,0.1,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
902.0,29.0,5.0,413.0,95.0,0.1,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
928.0,21.0,5.0,418.0,98.0,0.1,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
977.0,40.0,5.0,399.0,98.0,0.1,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
851.0,25.0,5.0,424.0,88.0,0.1,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1027.0,22.0,5.0,414.0,101.0,0.1,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1003.0,25.0,5.0,411.0,101.0,0.1,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1035.0,26.0,5.0,416.0,95.0,0.2,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
887.0,48.0,5.0,396.0,93.0,0.2,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
842.0,28.0,5.0,402.0,107.0,0.2,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
976.0,44.0,5.0,390.0,103.0,0.2,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1010.0,39.0,5.0,406.0,92.0,0.2,0.4
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
985.0,28.0,5.0,428.0,81.0,0.2,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1042.0,31.0,5.0,422.0,84.0,0.2,0.6
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
880.0,41.0,5.0,387.0,109.0,0.2,0.7
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
989.0,35.0,5.0,407.0,95.0,0.2,0.8
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1025.0,48.0,5.0,407.0,82.0,0.2,0.9
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
938.0,43.0,5.0,407.0,87.0,0.2,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
944.0,28.0,5.0,434.0,75.0,0.3,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
962.0,52.0,5.0,398.0,87.0,0.3,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
963.0,35.0,5.0,421.0,81.0,0.3,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1016.0,48.0,5.0,386.0,103.0,0.3,0.3
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
911.0,38.0,5.0,418.0,81.0,0.3,0.4
