942.0,74.0,5.0,377.0,86.0,0.0,0.0
1050.0,62.0,5.0,383.0,92.0,0.25,0.0
892.0,48.0,5.0,405.0,84.0,0.5,0.0
949.0,72.0,5.0,387.0,78.0,0.75,0.0
939.0,63.0,5.0,388.0,86.0,1.0,0.0
