Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
942.0,74.0,5.0,377.0,86.0,0.0,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1092.0,53.0,5.0,396.0,88.0,0.0,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1113.0,51.0,5.0,382.0,104.0,0.0,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1050.0,62.0,5.0,383.0,92.0,0.25,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1182.0,57.0,5.0,400.0,80.0,0.25,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1469.0,64.0,4.0,402.0,72.0,0.25,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
892.0,48.0,5.0,405.0,84.0,0.5,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1049.0,59.0,5.0,395.0,83.0,0.5,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
779.0,65.0,5.0,389.0,83.0,0.5,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
949.0,72.0,5.0,387.0,78.0,0.75,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
894.0,66.0,5.0,395.0,76.0,0.75,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
943.0,46.0,5.0,413.0,78.0,0.75,1.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
939.0,63.0,5.0,388.0,86.0,1.0,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
895.0,45.0,5.0,383.0,109.0,1.0,0.5
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
954.0,39.0,5.0,396.0,102.0,1.0,1.0
