881.0,220.0,5.0,245.0,72.0,0.0,0.0
896.0,231.0,5.0,260.0,46.0,0.25,0.0
966.0,147.0,4.0,306.0,85.0,0.5,0.0
997.0,147.0,5.0,324.0,66.0,0.75,0.0
811.0,98.0,5.0,363.0,76.0,1.0,0.0
