Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
851.0,3.0,1.0,99.0,31.0,0.0,0.0
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
1182.0,5.0,1.0,102.0,26.0,0.0,0.1
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
847.0,8.0,1.0,100.0,25.0,0.0,0.2
Iterations,Susceptible,Infected,Recovered,Dead,Radius factor,Speed factor
779.0,9.0,1.0,101.0,23.0,0.0,0.3
